Station Name: Oak_Park
Station Height: 62 M 
Latitude:52.857  ,Longitude: -6.909
 10 cm Soil Temperatures in deg C
 Potential Evapotranspiration, Evaporation, Well/Moderately/Poorly Drained Soil Moisture Deficits in mm 
 Global Radiation in Joules/cm sq.

,date,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad,
,14-aug-2015,17.5,2.313,3.130,34.174,34.174,39.937,1362,
,15-aug-2015,15.9,1.971,2.677,35.533,35.533,41.317,1211,
,16-aug-2015,16.5,1.880,2.504,36.806,36.806,42.609,1005,
,17-aug-2015,18.4,2.465,3.252,38.446,38.446,44.270,1429,
,18-aug-2015,19.5,3.146,4.239,40.492,40.492,46.338,2057,
,19-aug-2015,18.1,1.876,2.567,36.478,36.478,42.332,1051,
,20-aug-2015,17.0,1.645,2.278,37.477,37.477,43.346,806,
,21-aug-2015,18.4,2.844,3.910,38.753,38.753,44.641,1536,
,22-aug-2015,16.7,1.436,1.881,33.683,33.683,39.580,738,
,23-aug-2015,15.3,0.982,1.285,23.264,23.264,29.171,389,
,24-aug-2015,15.4,2.399,3.249,25.155,25.155,31.110,1491,
,25-aug-2015,14.0,1.321,1.796,0.774,0.774,6.752,710,
,26-aug-2015,15.3,1.983,2.995,0.000,-1.857,4.135,1512,
,27-aug-2015,14.9,2.671,3.878,0.000,-1.229,2.906,1955,
,28-aug-2015,14.9,2.443,3.612,1.343,1.343,4.249,1723,
,29-aug-2015,15.3,2.356,3.305,0.970,0.970,3.905,1556,
,30-aug-2015,15.9,1.663,2.201,2.519,2.519,5.468,1061,
,31-aug-2015,15.4,2.064,2.730,4.136,4.136,7.133,1144,
,01-sep-2015,14.7,2.281,3.104,6.131,6.131,9.214,1406,
,02-sep-2015,13.5,1.622,2.157,7.262,7.262,10.435,814,
,03-sep-2015,13.4,1.764,2.425,8.909,8.909,12.191,978,
,04-sep-2015,14.1,1.945,2.563,10.397,10.397,13.794,900,
,05-sep-2015,14.7,2.121,2.969,12.318,12.318,15.835,1452,
,06-sep-2015,13.1,1.165,1.560,13.353,13.353,16.932,627,
,07-sep-2015,14.7,1.551,2.101,14.716,14.716,18.376,1038,
,08-sep-2015,15.8,2.096,2.887,16.532,16.532,20.296,1491,
,09-sep-2015,15.6,1.728,2.350,18.000,18.000,21.847,1055,
,10-sep-2015,15.9,2.139,2.992,19.789,19.789,23.733,1447,
,11-sep-2015,14.8,1.053,1.382,10.053,10.053,14.041,340,
,12-sep-2015,14.2,1.970,2.755,11.143,11.143,15.232,1294,
,13-sep-2015,13.9,1.355,1.830,8.361,8.361,12.516,829,
,14-sep-2015,12.5,0.814,1.078,7.413,7.413,11.609,350,
,15-sep-2015,13.1,1.428,1.942,8.745,8.745,13.014,958,
,16-sep-2015,13.6,1.932,2.637,10.523,10.523,14.888,1363,
,17-sep-2015,13.0,1.513,2.052,10.492,10.492,14.928,1014,
,18-sep-2015,13.9,1.230,1.639,11.604,11.604,16.097,689,
,19-sep-2015,13.6,1.263,1.692,12.734,12.734,17.283,760,
,20-sep-2015,13.6,1.122,1.462,10.326,10.326,14.923,390,
,21-sep-2015,13.8,1.219,1.727,6.931,6.931,11.582,909,
,22-sep-2015,12.7,1.718,2.389,8.540,8.540,13.272,1328,
,23-sep-2015,12.4,1.352,1.876,9.787,9.787,14.580,869,
,24-sep-2015,11.8,1.640,2.237,11.281,11.281,16.144,938,
,25-sep-2015,12.2,1.446,1.953,12.578,12.578,17.501,952,
,26-sep-2015,13.3,1.498,2.049,13.904,13.904,18.887,1102,
,27-sep-2015,13.0,1.383,1.905,15.012,15.012,20.046,1028,
,28-sep-2015,12.6,1.499,2.104,16.207,16.207,21.295,1150,
,29-sep-2015,13.1,1.474,2.048,17.464,17.464,22.603,1203,
,30-sep-2015,12.3,1.229,1.735,18.298,18.298,23.477,1124,
,01-oct-2015,12.4,1.314,1.877,19.193,19.193,24.414,1189,
,02-oct-2015,11.7,0.614,0.831,19.500,19.500,24.739,426,
,03-oct-2015,11.8,0.735,1.002,20.105,20.105,25.366,495,
,04-oct-2015,10.8,0.861,1.211,20.809,20.809,26.095,666,
,05-oct-2015,13.3,0.916,1.206,18.452,18.452,23.764,377,
,06-oct-2015,14.1,0.913,1.188,17.011,17.011,22.351,396,
,07-oct-2015,11.7,1.278,1.768,18.092,18.092,23.471,1077,
,08-oct-2015,11.4,1.165,1.624,19.065,19.065,24.479,1008,
,09-oct-2015,12.8,1.011,1.390,18.801,18.801,24.244,785,
,10-oct-2015,12.1,0.725,0.971,19.402,19.402,24.866,433,
,11-oct-2015,11.9,0.689,0.941,19.970,19.970,25.452,514,
,12-oct-2015,10.7,0.960,1.383,20.755,20.755,26.264,1017,
,13-oct-2015,9.4,0.851,1.228,21.445,21.445,26.976,828,
,14-oct-2015,9.3,0.568,0.795,21.903,21.903,27.448,437,
,15-oct-2015,8.3,0.674,0.991,22.442,22.442,28.004,542,
,16-oct-2015,8.2,0.482,0.642,22.726,22.726,28.299,296,
,17-oct-2015,10.2,0.845,1.127,23.196,23.196,28.789,489,
,18-oct-2015,10.1,0.566,0.743,22.743,22.743,28.349,232,
,19-oct-2015,10.5,0.533,0.715,23.165,23.165,28.784,292,
,20-oct-2015,9.0,0.520,0.718,15.076,15.076,20.706,310,
,21-oct-2015,12.0,0.829,1.067,15.692,15.692,21.347,284,
,22-oct-2015,11.3,1.256,1.570,16.768,16.768,22.460,726,
,23-oct-2015,11.0,0.779,1.050,17.129,17.129,22.842,427,
,24-oct-2015,10.5,0.556,0.845,11.998,11.998,17.727,718,
,25-oct-2015,8.2,0.827,1.090,12.335,12.335,18.090,440,
,26-oct-2015,10.5,1.211,1.471,8.010,8.010,13.803,91,
,27-oct-2015,11.5,0.462,0.609,0.000,-4.562,1.247,177,
,28-oct-2015,9.9,0.531,0.761,0.000,-0.269,0.978,548,
,29-oct-2015,10.5,0.532,0.760,0.000,-7.668,-6.690,539,
,30-oct-2015,11.0,0.810,1.007,0.000,-5.490,-10.000,122,
,31-oct-2015,12.6,0.521,0.702,0.321,0.321,-9.179,318,
,01-nov-2015,10.7,0.425,0.561,0.645,0.645,-8.395,211,
,02-nov-2015,11.8,0.461,0.659,1.003,1.003,-7.614,516,
,03-nov-2015,11.3,0.474,0.636,1.473,1.473,-6.759,242,
,04-nov-2015,10.5,0.455,0.649,1.722,1.722,-6.167,361,
,05-nov-2015,11.1,0.426,0.556,0.000,-6.659,-10.000,155,
,06-nov-2015,11.9,0.711,0.884,0.000,-0.089,-9.589,356,
,07-nov-2015,10.9,0.412,0.578,0.000,-6.688,-10.000,500,
,08-nov-2015,10.0,0.557,0.765,0.000,-10.000,-10.000,110,
,09-nov-2015,10.8,1.049,1.312,0.000,-1.551,-10.000,193,
,10-nov-2015,13.3,1.057,1.232,1.057,1.057,-8.443,300,
,11-nov-2015,12.4,0.593,0.745,0.000,-6.256,-10.000,363,
,12-nov-2015,9.6,0.816,1.032,0.000,-4.384,-10.000,263,
,13-nov-2015,6.9,0.774,0.980,0.000,-5.026,-10.000,488,
,14-nov-2015,8.5,0.680,0.865,0.000,-10.000,-10.000,129,
,15-nov-2015,12.2,0.985,1.254,0.000,-0.515,-10.000,121,
,16-nov-2015,9.2,0.496,0.622,0.096,0.096,-9.404,344,
,17-nov-2015,8.5,0.624,0.829,0.000,-4.581,-10.000,181,
,18-nov-2015,8.9,0.589,0.753,0.000,-10.000,-10.000,365,
,19-nov-2015,8.0,0.709,0.872,0.709,0.709,-8.791,132,
,20-nov-2015,5.9,0.783,0.928,0.000,-0.013,-9.068,340,
,21-nov-2015,4.4,0.479,0.590,0.379,0.379,-8.236,347,
,22-nov-2015,4.5,0.154,0.241,0.532,0.532,-7.671,439,
,23-nov-2015,4.2,0.263,0.367,0.000,-1.007,-8.825,135,
,24-nov-2015,7.0,0.592,0.738,0.292,0.292,-8.091,178,
,25-nov-2015,8.3,0.545,0.665,0.136,0.136,-7.841,210,
,26-nov-2015,9.5,0.511,0.638,0.547,0.547,-7.038,94,
,27-nov-2015,8.2,0.565,0.739,0.000,-0.291,-7.521,100,
,28-nov-2015,5.4,0.538,0.721,0.000,-3.062,-10.000,171,
,29-nov-2015,6.8,1.060,1.379,0.000,-2.640,-10.000,148,
,30-nov-2015,7.7,0.512,0.641,0.000,-9.888,-10.000,148,
,01-dec-2015,9.4,0.582,0.731,0.000,-1.118,-10.000,144,
,02-dec-2015,9.3,0.349,0.457,0.000,-3.151,-10.000,168,
,03-dec-2015,6.7,0.383,0.515,0.000,-10.000,-10.000,15,
,04-dec-2015,6.5,0.733,0.863,0.000,-2.767,-10.000,261,
,05-dec-2015,9.4,0.900,1.271,0.000,-10.000,-10.000,66,
,06-dec-2015,8.9,0.485,0.560,0.000,-1.715,-10.000,227,
,07-dec-2015,9.9,0.630,0.909,0.000,-8.570,-10.000,16,
,08-dec-2015,7.8,0.424,0.474,0.000,-1.076,-10.000,286,
,09-dec-2015,7.2,0.535,0.744,0.000,-10.000,-10.000,110,
,10-dec-2015,6.7,0.294,0.355,0.194,0.194,-9.306,229,
,11-dec-2015,4.8,0.364,0.403,0.357,0.357,-8.677,293,
,12-dec-2015,6.2,0.348,0.474,0.000,-10.000,-10.000,71,
,13-dec-2015,6.2,0.344,0.448,0.000,-3.756,-10.000,77,
,14-dec-2015,7.7,0.310,0.434,0.000,-6.690,-10.000,59,
,15-dec-2015,8.6,0.405,0.562,0.000,-9.895,-10.000,58,
,16-dec-2015,10.7,0.272,0.361,0.000,-0.028,-9.528,160,
,17-dec-2015,10.6,0.265,0.357,0.000,-5.235,-10.000,160,
,18-dec-2015,10.0,0.349,0.508,0.000,-2.151,-10.000,75,
,19-dec-2015,11.3,0.324,0.498,0.000,-6.876,-10.000,77,
,20-dec-2015,8.3,0.263,0.319,0.000,-0.037,-9.537,220,
,21-dec-2015,6.7,0.213,0.220,0.000,-4.887,-10.000,292,
,22-dec-2015,8.7,0.500,0.630,0.000,-8.100,-10.000,159,
,23-dec-2015,6.3,0.585,0.716,0.000,-3.015,-10.000,240,
,24-dec-2015,6.1,0.206,0.205,0.000,-10.000,-10.000,313,
,25-dec-2015,4.9,0.434,0.570,0.000,-10.000,-10.000,30,
,26-dec-2015,7.8,0.406,0.539,0.000,-10.000,-10.000,39,
,27-dec-2015,5.8,0.265,0.365,0.265,0.265,-9.235,115,
,28-dec-2015,8.9,0.842,1.103,0.000,-10.000,-10.000,55,
,29-dec-2015,7.7,0.368,0.538,0.000,-10.000,-10.000,119,
,30-dec-2015,8.6,0.372,0.479,0.000,-10.000,-10.000,203,
,31-dec-2015,5.0,0.321,0.418,0.000,-4.579,-10.000,174,
,01-jan-2016,4.4,0.395,0.574,0.000,-10.000,-10.000,49,
,02-jan-2016,7.4,0.184,0.267,0.000,-3.816,-10.000,131,
,03-jan-2016,6.6,0.225,0.273,0.000,-8.975,-10.000,264,
,04-jan-2016,6.0,0.176,0.253,0.076,0.076,-9.424,170,
,05-jan-2016,6.2,0.310,0.423,0.000,-7.815,-10.000,106,
,06-jan-2016,5.6,0.194,0.274,0.000,-10.000,-10.000,193,
,07-jan-2016,4.9,0.099,0.116,0.000,-0.901,-10.000,350,
,08-jan-2016,4.4,0.070,0.137,0.000,-1.430,-10.000,355,
,09-jan-2016,4.4,0.223,0.304,0.000,-10.000,-10.000,130,
,10-jan-2016,3.4,0.128,0.151,0.128,0.128,-9.372,387,
,11-jan-2016,2.4,0.154,0.235,0.282,0.282,-8.750,187,
,12-jan-2016,2.6,0.644,0.760,0.924,0.924,-7.668,370,
,13-jan-2016,2.0,0.343,0.459,1.264,1.264,-6.941,161,
,14-jan-2016,1.8,0.353,0.434,1.613,1.613,-6.241,347,
,15-jan-2016,1.4,0.325,0.395,1.933,1.933,-5.604,422,
,16-jan-2016,1.7,0.120,0.184,2.051,2.051,-5.204,205,
,17-jan-2016,3.9,0.368,0.494,0.000,-0.488,-7.476,132,
,18-jan-2016,5.8,0.227,0.325,0.000,-0.273,-7.375,155,
,19-jan-2016,5.2,0.259,0.336,0.259,0.259,-6.747,124,
,20-jan-2016,3.0,0.244,0.345,0.000,-0.497,-7.166,288,
,21-jan-2016,6.9,0.373,0.561,0.000,-3.727,-10.000,88,
,22-jan-2016,8.2,0.215,0.306,0.000,-2.585,-10.000,440,
,23-jan-2016,6.8,0.413,0.582,0.000,-1.587,-10.000,110,
,24-jan-2016,9.9,0.561,0.761,0.561,0.561,-8.939,90,
,25-jan-2016,9.3,0.529,0.724,0.087,0.087,-8.964,295,
,26-jan-2016,9.1,0.792,1.085,0.000,-10.000,-10.000,167,
,27-jan-2016,8.2,0.377,0.556,0.000,-5.023,-10.000,249,
,28-jan-2016,5.1,0.490,0.689,0.000,-1.310,-10.000,255,
,29-jan-2016,7.5,0.851,1.096,0.000,-0.449,-9.949,316,
,30-jan-2016,4.3,0.605,0.791,0.000,-1.395,-10.000,387,
,31-jan-2016,7.0,0.679,0.906,0.000,-0.921,-10.000,192,
,01-feb-2016,7.9,0.921,1.272,0.000,-0.179,-9.679,450,
,02-feb-2016,4.3,0.713,0.950,0.000,-0.587,-9.782,493,
,03-feb-2016,3.9,0.636,0.858,0.136,0.136,-9.158,417,
,04-feb-2016,7.8,0.573,0.768,0.508,0.508,-8.327,152,
,05-feb-2016,7.1,0.364,0.564,0.000,-4.929,-10.000,126,
,06-feb-2016,5.3,0.449,0.657,0.000,-5.051,-10.000,211,
,07-feb-2016,4.1,0.499,0.745,0.000,-4.701,-10.000,259,
,08-feb-2016,5.0,0.720,1.098,0.000,-10.000,-10.000,361,
,09-feb-2016,3.0,0.528,0.795,0.000,-3.772,-10.000,166,
,10-feb-2016,4.2,0.418,0.640,0.418,0.418,-9.082,692,
,11-feb-2016,4.0,0.331,0.533,0.748,0.748,-8.297,554,
,12-feb-2016,3.5,0.322,0.449,0.068,0.068,-8.560,206,
,13-feb-2016,5.1,0.581,0.790,0.000,-9.952,-10.000,338,
,14-feb-2016,4.1,0.522,0.730,0.000,-0.578,-10.000,384,
,15-feb-2016,2.6,0.510,0.793,0.510,0.510,-8.990,848,
,16-feb-2016,4.8,0.508,0.800,0.000,-10.000,-10.000,159,
,17-feb-2016,5.1,0.389,0.568,0.000,-8.111,-10.000,440,
,18-feb-2016,3.2,0.645,0.951,0.645,0.645,-8.855,877,
,19-feb-2016,5.4,0.553,0.821,0.000,-0.005,-9.059,359,
,20-feb-2016,7.3,0.933,1.263,0.000,-0.567,-9.173,365,
,21-feb-2016,9.6,0.659,1.019,0.000,-1.941,-10.000,446,
,22-feb-2016,6.4,0.841,1.210,0.741,0.741,-8.759,963,
,23-feb-2016,4.8,0.648,0.993,1.384,1.384,-7.673,985,
,24-feb-2016,3.5,0.649,0.997,2.025,2.025,-6.640,1009,
,25-feb-2016,3.4,0.537,0.763,2.553,2.553,-5.771,450,
,26-feb-2016,4.4,0.545,0.761,0.285,0.285,-7.738,355,
,27-feb-2016,4.1,0.517,0.681,0.601,0.601,-7.034,122,
,28-feb-2016,4.5,0.650,0.904,1.247,1.247,-6.032,429,
,29-feb-2016,4.4,0.444,0.655,0.000,-10.000,-10.000,124,
,01-mar-2016,7.7,0.672,1.061,0.000,-5.628,-10.000,458,
,02-mar-2016,4.7,0.972,1.609,0.000,-5.528,-10.000,761,
,03-mar-2016,5.4,0.697,1.036,0.000,-1.403,-10.000,492,
,04-mar-2016,3.0,0.741,1.089,0.000,-1.259,-10.000,346,
,05-mar-2016,4.2,1.173,1.658,0.673,0.673,-8.827,893,
,06-mar-2016,3.7,0.678,0.962,1.147,1.147,-7.908,580,
,07-mar-2016,4.3,0.775,1.105,1.813,1.813,-6.838,627,
,08-mar-2016,5.8,0.807,1.150,0.000,-3.693,-10.000,566,
,09-mar-2016,5.4,1.341,1.978,0.741,0.741,-8.759,1080,
,10-mar-2016,6.9,1.163,1.652,1.896,1.896,-7.158,1074,
,11-mar-2016,8.9,1.091,1.524,2.968,2.968,-5.709,723,
,12-mar-2016,9.4,1.194,1.645,4.130,4.130,-4.229,769,
,13-mar-2016,9.4,0.843,1.152,4.942,4.942,-3.175,606,
,14-mar-2016,7.5,1.636,2.298,6.504,6.504,-1.381,1438,
,15-mar-2016,7.2,1.558,2.189,7.970,7.970,0.247,1338,
,16-mar-2016,7.1,0.905,1.273,8.809,8.809,1.152,788,
,17-mar-2016,6.8,0.908,1.303,9.645,9.645,2.060,898,
,18-mar-2016,5.3,1.117,1.621,10.664,10.664,3.177,1110,
,19-mar-2016,6.7,0.691,0.971,11.288,11.288,3.868,490,
,20-mar-2016,5.6,0.897,1.257,12.093,12.093,4.765,741,
,21-mar-2016,5.0,0.600,0.799,12.627,12.627,5.364,339,
,22-mar-2016,6.6,0.728,0.979,13.271,13.271,6.092,323,
,23-mar-2016,7.7,1.218,1.667,14.042,14.042,7.011,773,
,24-mar-2016,7.8,0.788,1.140,11.729,11.729,4.798,440,
,25-mar-2016,7.6,1.701,2.714,13.149,13.149,6.399,1439,
,26-mar-2016,8.1,0.898,1.549,3.339,3.339,-3.303,593,
,27-mar-2016,6.4,1.296,2.123,2.896,2.896,-3.542,1169,
,28-mar-2016,6.5,1.793,2.605,4.342,4.342,-1.872,1432,
,29-mar-2016,6.5,1.554,2.342,5.835,5.835,-0.224,1332,
,30-mar-2016,6.4,1.694,2.446,7.439,7.439,1.481,1492,
,31-mar-2016,7.3,1.789,2.572,9.107,9.107,3.270,1602,
,01-apr-2016,7.6,0.695,1.084,0.000,-2.056,-7.835,261,
,02-apr-2016,8.0,0.636,0.924,0.000,-10.000,-10.000,352,
,03-apr-2016,7.8,0.741,1.053,0.000,-7.459,-10.000,348,
,04-apr-2016,9.9,1.529,2.097,0.000,-0.871,-10.000,1124,
,05-apr-2016,9.0,1.680,2.500,0.980,0.980,-8.520,1491,
,06-apr-2016,8.2,1.399,2.619,0.000,-0.234,-9.296,1602,
,07-apr-2016,7.4,1.775,2.773,1.575,1.575,-7.256,1358,
,08-apr-2016,7.3,0.755,1.172,0.000,-0.881,-9.338,612,
,09-apr-2016,6.1,1.148,1.686,0.000,-1.252,-10.000,1092,
,10-apr-2016,5.8,1.497,2.208,0.000,-2.803,-10.000,855,
,11-apr-2016,8.3,1.062,1.449,0.000,-0.138,-9.638,495,
,12-apr-2016,10.5,2.302,3.365,2.302,2.302,-6.854,2016,
,13-apr-2016,11.2,2.131,3.036,4.288,4.288,-4.480,1847,
,14-apr-2016,10.9,1.411,1.974,2.845,2.845,-5.645,996,
,15-apr-2016,8.8,1.731,2.495,2.231,2.231,-5.931,1208,
,16-apr-2016,7.6,1.959,2.928,3.850,3.850,-3.976,1711,
,17-apr-2016,7.9,1.553,2.220,5.349,5.349,-2.224,1283,
,18-apr-2016,9.8,1.804,2.566,7.065,7.065,-0.309,1149,
,19-apr-2016,11.4,2.089,2.872,9.020,9.020,1.795,1579,
,20-apr-2016,11.7,2.674,3.752,11.474,11.474,4.469,2266,
,21-apr-2016,11.2,2.202,2.967,13.447,13.447,6.671,1287,
,22-apr-2016,12.7,2.360,3.248,15.518,15.518,9.031,1573,
,23-apr-2016,11.3,2.497,3.587,17.663,17.663,11.529,1952,
,24-apr-2016,10.6,1.689,2.409,18.481,18.481,12.591,1172,
,25-apr-2016,11.1,2.410,3.516,19.985,19.985,14.438,1583,
,26-apr-2016,8.9,2.494,3.719,21.527,21.527,16.322,1907,
,27-apr-2016,9.2,2.174,3.241,22.975,22.975,18.059,1992,
,28-apr-2016,7.6,1.815,2.962,22.311,22.311,17.628,1532,
,29-apr-2016,7.5,1.982,3.036,20.491,20.491,16.059,1710,
,30-apr-2016,8.4,1.766,2.496,20.129,20.129,15.918,1320,
,01-may-2016,10.9,1.704,2.360,20.421,20.421,16.421,748,
,02-may-2016,11.4,1.928,3.380,16.191,16.191,12.426,1873,
,03-may-2016,10.1,2.192,3.277,18.060,18.060,14.564,1590,
,04-may-2016,11.9,2.563,4.316,20.203,20.203,17.011,2112,
,05-may-2016,14.6,2.925,4.035,22.591,22.591,19.731,1935,
,06-may-2016,14.4,3.120,4.501,25.070,25.070,22.548,2216,
,07-may-2016,12.2,1.170,1.585,17.774,17.774,15.371,564,
,08-may-2016,15.5,2.789,3.835,20.112,20.112,18.009,1676,
,09-may-2016,15.8,2.727,3.591,20.740,20.740,18.918,1442,
,10-may-2016,14.8,1.172,1.539,10.091,10.091,8.386,558,
,11-may-2016,15.2,1.767,2.393,11.496,11.496,9.953,1020,
,12-may-2016,16.9,3.531,4.887,14.458,14.458,13.283,2208,
,13-may-2016,16.8,3.509,4.996,17.506,17.506,16.678,2593,
,14-may-2016,16.0,2.778,3.774,19.842,19.842,19.270,1977,
,15-may-2016,16.3,3.365,4.652,22.600,22.600,22.323,2659,
,16-may-2016,17.4,3.069,4.199,25.039,25.039,25.014,2134,
,17-may-2016,15.5,1.684,2.498,26.039,26.039,26.145,1131,
,18-may-2016,15.2,2.675,3.775,27.581,27.581,27.888,1874,
,19-may-2016,14.0,1.974,2.846,23.360,23.360,23.809,1271,
,20-may-2016,13.4,1.364,2.009,20.134,20.134,20.684,740,
,21-may-2016,14.3,2.311,3.313,2.822,2.822,3.549,1458,
,22-may-2016,14.7,2.862,4.054,4.711,4.711,5.511,2197,
,23-may-2016,14.0,2.725,3.749,7.319,7.319,8.236,1965,
,24-may-2016,15.6,3.461,4.814,10.550,10.550,11.697,2713,
,25-may-2016,14.6,2.414,3.360,12.733,12.733,14.070,1591,
,26-may-2016,13.3,1.035,1.339,13.048,13.048,14.463,538,
,27-may-2016,14.6,1.943,2.578,14.460,14.460,16.019,1266,
,28-may-2016,17.2,3.026,4.016,15.988,15.988,17.763,2021,
,29-may-2016,18.6,3.508,4.667,18.987,18.987,20.999,2412,
,30-may-2016,19.3,3.925,5.408,22.234,22.234,24.492,2717,
,31-may-2016,19.6,4.207,5.845,25.591,25.591,28.090,2805,
,01-jun-2016,19.2,3.958,5.865,28.629,28.629,31.332,2920,
,02-jun-2016,18.7,4.322,6.092,31.826,31.826,34.732,2974,
,03-jun-2016,18.7,3.604,4.862,34.387,34.387,37.445,2545,
,04-jun-2016,19.7,3.456,4.588,36.763,36.763,39.953,2199,
,05-jun-2016,20.4,2.838,3.741,38.653,38.653,41.941,1589,
,06-jun-2016,19.6,2.423,3.232,39.224,39.224,42.590,1390,
,07-jun-2016,20.0,2.615,3.377,40.907,40.907,44.353,1363,
,08-jun-2016,20.7,3.302,4.355,42.981,42.981,46.520,1982,
,09-jun-2016,21.4,3.286,4.389,44.983,44.983,48.607,1907,
,10-jun-2016,19.7,1.891,2.423,42.401,42.401,46.067,986,
,11-jun-2016,19.5,2.912,3.969,41.391,41.391,45.129,1698,
,12-jun-2016,19.3,3.073,4.079,41.107,41.107,44.923,1709,
,13-jun-2016,18.5,2.429,3.206,28.929,28.929,32.804,1327,
,14-jun-2016,17.0,1.869,2.565,21.506,21.506,25.447,990,
,15-jun-2016,17.4,2.882,4.068,22.725,22.725,26.784,2100,
,16-jun-2016,15.1,1.378,1.953,23.618,23.618,27.730,737,
,17-jun-2016,14.4,1.908,2.638,25.117,25.117,29.300,1001,
,18-jun-2016,16.5,2.464,3.324,26.018,26.018,30.288,1462,
,19-jun-2016,16.9,1.105,1.682,19.262,19.262,23.569,677,
,20-jun-2016,17.3,2.886,4.015,21.442,21.442,25.863,1692,
,21-jun-2016,17.8,3.431,4.903,24.204,24.204,28.750,2048,
,22-jun-2016,17.3,2.392,3.310,23.970,23.970,28.593,1464,
,23-jun-2016,17.2,2.938,4.147,23.167,23.167,27.885,1943,
,24-jun-2016,17.0,2.550,3.744,24.380,24.380,29.179,1755,
,25-jun-2016,15.8,1.760,2.495,23.951,23.951,28.802,1069,
,26-jun-2016,16.2,1.509,2.053,21.831,21.831,26.727,743,
,27-jun-2016,16.4,3.037,4.320,24.265,24.265,29.256,1948,
,28-jun-2016,15.8,2.156,2.926,23.445,23.445,28.496,1206,
,29-jun-2016,15.9,2.751,4.157,20.810,20.810,25.939,1890,
,30-jun-2016,14.6,1.294,1.887,20.859,20.859,26.026,792,
,01-jul-2016,15.0,2.613,4.015,19.577,19.577,24.821,2000,
,02-jul-2016,15.1,3.118,4.606,21.940,21.940,27.277,2089,
,03-jul-2016,16.0,2.892,3.920,24.255,24.255,29.669,1903,
,04-jul-2016,16.0,2.256,3.156,25.914,25.914,31.382,1243,
,05-jul-2016,16.4,2.497,3.376,27.823,27.823,33.345,1474,
,06-jul-2016,17.3,1.873,2.677,29.222,29.222,34.781,1101,
,07-jul-2016,19.4,3.249,4.505,31.308,31.308,36.925,1974,
,08-jul-2016,19.3,3.090,4.302,33.518,33.518,39.182,1697,
,09-jul-2016,18.7,2.361,3.432,27.060,27.060,32.755,1342,
,10-jul-2016,17.1,1.785,2.578,27.306,27.306,33.033,864,
,11-jul-2016,16.6,2.398,3.344,28.909,28.909,34.679,1256,
,12-jul-2016,16.6,2.349,3.162,30.541,30.541,36.348,1387,
,13-jul-2016,16.2,2.333,3.326,31.526,31.526,37.367,1529,
,14-jul-2016,17.5,2.744,3.793,30.484,30.484,36.360,1879,
,15-jul-2016,18.9,2.682,3.802,28.722,28.722,34.635,1567,
,16-jul-2016,19.0,2.383,3.199,29.683,29.683,35.631,1321,
,17-jul-2016,20.6,3.128,4.286,31.967,31.967,37.958,1998,
,18-jul-2016,23.1,4.301,5.890,35.019,35.019,41.056,2719,
,19-jul-2016,24.1,4.354,5.813,37.286,37.286,43.358,2573,
,20-jul-2016,21.2,2.493,3.368,38.334,38.334,44.419,1332,
,21-jul-2016,20.7,2.749,3.778,39.525,39.525,45.622,1414,
,22-jul-2016,20.2,2.100,2.782,39.671,39.671,45.774,1200,
,23-jul-2016,19.6,2.194,2.949,41.074,41.074,47.183,1230,
,24-jul-2016,18.4,2.211,3.080,38.759,38.759,44.872,1363,
,25-jul-2016,16.8,1.750,2.385,39.792,39.792,45.912,963,
,26-jul-2016,18.0,1.660,2.306,40.252,40.252,46.376,901,
,27-jul-2016,18.9,2.427,3.296,41.791,41.791,47.920,1422,
,28-jul-2016,19.6,2.543,3.422,43.068,43.068,49.199,1275,
,29-jul-2016,19.0,2.654,3.479,44.582,44.582,50.712,1340,
,30-jul-2016,18.9,2.179,2.898,45.878,45.878,52.004,1220,
,31-jul-2016,18.2,2.362,3.211,47.255,47.255,53.374,1391,
,01-aug-2016,17.0,1.228,1.643,45.356,45.356,51.469,642,
,02-aug-2016,19.0,2.110,2.808,45.195,45.195,51.304,1093,
,03-aug-2016,18.0,2.474,3.655,46.153,46.153,52.256,1440,
,04-aug-2016,18.1,2.359,3.292,47.522,47.522,53.619,1301,
,05-aug-2016,19.3,2.817,3.735,49.122,49.122,55.207,1602,
,06-aug-2016,18.7,2.084,3.031,50.276,50.276,56.349,1329,
,07-aug-2016,19.3,3.407,4.635,51.725,51.725,57.776,1488,
,08-aug-2016,16.6,2.759,3.862,51.987,51.987,58.017,1703,
,09-aug-2016,15.6,2.311,3.120,53.206,53.206,59.219,1244,
,10-aug-2016,15.4,1.354,1.755,52.505,52.505,58.507,484,
,11-aug-2016,17.4,2.869,4.052,54.005,54.005,59.984,1600,
,12-aug-2016,17.8,2.280,3.025,54.665,54.665,60.624,1045,
,13-aug-2016,17.7,2.085,2.897,55.314,55.314,61.253,1220,
,14-aug-2016,17.5,1.487,1.916,56.053,56.053,61.978,624,
,15-aug-2016,19.0,3.336,4.554,57.589,57.589,63.480,2101,
,16-aug-2016,19.9,3.429,4.753,59.223,59.223,65.075,2168,
,17-aug-2016,17.9,1.394,1.793,58.266,58.266,64.101,560,
,18-aug-2016,18.2,1.727,2.243,58.978,58.978,64.794,858,
,19-aug-2016,17.1,1.969,2.857,50.092,50.092,55.884,1079,
,20-aug-2016,16.3,2.191,3.229,39.085,39.085,44.870,1097,
