Station Name: Oak_Park
Station Height: 62 M 
Latitude:52.857  ,Longitude: -6.909
 10 cm Soil Temperatures in deg C
 Potential Evapotranspiration, Evaporation, Well/Moderately/Poorly Drained Soil Moisture Deficits in mm 
 Global Radiation in Joules/cm sq.

,date,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad,
,21-aug-2016,16.5,1.347,1.918,37.153,37.153,42.947,719,
,22-aug-2016,18.9,2.794,3.778,34.204,34.204,40.021,1691,
,23-aug-2016,17.7,1.231,1.579,30.552,30.552,36.382,539,
,24-aug-2016,17.7,2.809,3.750,32.481,32.481,38.350,1960,
,25-aug-2016,17.8,2.878,3.897,34.509,34.509,40.413,1923,
,26-aug-2016,17.8,3.064,4.300,36.612,36.612,42.545,2048,
,27-aug-2016,17.8,2.344,3.130,38.176,38.176,44.126,1429,
,28-aug-2016,18.5,2.371,3.153,39.724,39.724,45.688,1388,
,29-aug-2016,18.5,2.715,3.698,41.459,41.459,47.434,1860,
,30-aug-2016,17.8,1.679,2.343,42.505,42.505,48.484,859,
,31-aug-2016,16.8,1.564,2.239,41.865,41.865,47.847,1057,
,01-sep-2016,15.1,1.400,2.011,42.732,42.732,48.717,829,
,02-sep-2016,16.9,2.564,3.388,44.300,44.300,50.288,1311,
,03-sep-2016,16.2,1.734,2.276,34.936,34.936,40.924,787,
,04-sep-2016,16.6,1.829,2.445,24.384,24.384,30.387,959,
,05-sep-2016,19.4,2.772,3.805,25.542,25.542,31.594,1697,
,06-sep-2016,19.4,1.972,2.704,27.056,27.056,33.141,1082,
,07-sep-2016,18.8,1.435,1.993,20.938,20.938,27.044,748,
,08-sep-2016,17.1,1.853,2.614,18.038,18.038,24.181,1125,
,09-sep-2016,15.4,0.978,1.362,3.956,3.956,10.121,359,
,10-sep-2016,15.0,1.907,2.568,5.795,5.795,12.025,1172,
,11-sep-2016,14.4,1.482,2.411,6.599,6.599,12.877,1180,
,12-sep-2016,17.2,1.044,1.581,0.000,-4.620,1.691,588,
,13-sep-2016,15.8,1.582,2.122,0.000,-1.818,-0.126,890,
,14-sep-2016,17.1,2.284,3.070,2.284,2.284,2.163,1420,
,15-sep-2016,17.5,1.485,1.967,3.738,3.738,3.648,847,
,16-sep-2016,15.0,1.662,2.314,5.343,5.343,5.310,1189,
,17-sep-2016,15.8,1.556,2.105,6.824,6.824,6.867,1077,
,18-sep-2016,14.6,0.717,0.954,4.096,4.096,4.183,323,
,19-sep-2016,14.1,1.142,1.533,5.095,5.095,5.225,701,
,20-sep-2016,14.9,1.624,2.180,6.644,6.644,6.849,1036,
,21-sep-2016,13.9,0.882,1.220,2.272,2.272,2.531,442,
,22-sep-2016,12.3,1.674,2.369,3.712,3.712,4.005,1297,
,23-sep-2016,12.7,1.358,2.040,4.824,4.824,5.162,990,
,24-sep-2016,14.8,0.828,1.184,0.000,-3.985,-3.610,241,
,25-sep-2016,13.1,1.665,2.366,0.465,0.465,-2.964,1297,
,26-sep-2016,14.0,1.261,1.785,0.000,-2.680,-5.956,1095,
,27-sep-2016,15.3,1.815,2.480,1.815,1.815,-3.843,1170,
,28-sep-2016,15.9,1.678,2.226,1.964,1.964,-3.473,861,
,29-sep-2016,13.8,1.750,2.461,3.283,3.283,-1.950,1254,
,30-sep-2016,12.2,1.328,1.830,0.000,-0.728,-5.824,990,
,01-oct-2016,12.0,1.002,1.455,0.000,-1.398,-6.931,962,
,02-oct-2016,11.6,1.276,1.806,1.176,1.176,-5.408,1168,
,03-oct-2016,12.9,1.571,2.054,2.730,2.730,-3.567,687,
,04-oct-2016,13.3,1.372,1.725,4.069,4.069,-2.016,528,
,05-oct-2016,13.3,1.371,1.737,5.389,5.389,-0.544,601,
,06-oct-2016,11.8,1.241,1.685,6.569,6.569,0.723,897,
,07-oct-2016,11.8,0.882,1.221,6.199,6.199,0.406,669,
,08-oct-2016,12.9,0.636,0.810,6.098,6.098,0.342,294,
,09-oct-2016,13.2,0.861,1.226,6.812,6.812,1.102,821,
,10-oct-2016,12.8,0.819,1.177,7.580,7.580,1.922,723,
,11-oct-2016,10.2,0.793,1.131,8.319,8.319,2.715,755,
,12-oct-2016,10.5,0.741,1.020,8.004,8.004,2.456,515,
,13-oct-2016,10.2,0.795,1.147,8.241,8.241,2.751,805,
,14-oct-2016,10.0,0.730,1.046,5.117,5.117,-0.318,724,
,15-oct-2016,11.2,0.893,1.257,0.000,-7.831,-10.000,844,
,16-oct-2016,11.3,1.269,1.652,0.000,-6.831,-10.000,659,
,17-oct-2016,11.1,1.029,1.410,0.729,0.729,-8.771,807,
,18-oct-2016,10.1,1.017,1.414,1.740,1.740,-7.315,948,
,19-oct-2016,9.7,0.670,0.950,2.399,2.399,-6.279,616,
,20-oct-2016,9.8,0.604,0.923,2.891,2.891,-5.461,816,
,21-oct-2016,9.6,0.551,0.815,3.427,3.427,-4.637,593,
,22-oct-2016,9.7,0.588,0.851,3.996,3.996,-3.817,594,
,23-oct-2016,8.5,0.750,0.997,4.719,4.719,-2.876,443,
,24-oct-2016,8.6,0.688,1.000,5.378,5.378,-2.044,846,
,25-oct-2016,10.0,0.484,0.661,5.738,5.738,-1.558,339,
,26-oct-2016,11.3,0.729,0.953,6.330,6.330,-0.851,421,
,27-oct-2016,11.8,0.952,1.221,7.226,7.226,0.143,591,
,28-oct-2016,12.7,0.641,0.826,7.825,7.825,0.784,276,
,29-oct-2016,12.1,0.575,0.764,8.359,8.359,1.359,261,
,30-oct-2016,11.7,0.623,0.833,8.934,8.934,1.982,405,
,31-oct-2016,12.5,0.591,0.801,9.477,9.477,2.572,416,
,01-nov-2016,9.8,0.399,0.595,9.842,9.842,2.972,519,
,02-nov-2016,7.1,0.281,0.502,10.098,10.098,3.253,614,
,03-nov-2016,8.5,0.507,0.681,10.259,10.259,3.460,314,
,04-nov-2016,8.0,0.452,0.638,10.569,10.569,3.812,637,
,05-nov-2016,6.7,0.562,0.745,11.077,11.077,4.374,690,
,06-nov-2016,5.2,0.633,0.817,11.646,11.646,5.007,580,
,07-nov-2016,4.8,0.285,0.463,11.901,11.901,5.292,687,
,08-nov-2016,6.4,0.371,0.512,0.131,0.131,-6.437,83,
,09-nov-2016,6.3,0.671,0.840,0.802,0.802,-5.444,420,
,10-nov-2016,6.5,0.362,0.497,1.061,1.061,-4.909,587,
,11-nov-2016,5.7,0.264,0.407,0.000,-6.177,-10.000,186,
,12-nov-2016,9.1,0.149,0.268,0.000,-0.151,-9.651,439,
,13-nov-2016,7.9,0.350,0.480,0.250,0.250,-8.918,234,
,14-nov-2016,10.1,0.539,0.676,0.788,0.788,-7.933,134,
,15-nov-2016,11.2,0.309,0.430,0.995,0.995,-7.327,265,
,16-nov-2016,8.4,0.457,0.581,1.148,1.148,-6.804,351,
,17-nov-2016,6.2,0.419,0.547,0.000,-3.737,-10.000,349,
,18-nov-2016,3.9,0.356,0.469,0.356,0.356,-9.144,362,
,19-nov-2016,3.1,0.208,0.306,0.564,0.564,-8.478,298,
,20-nov-2016,2.6,0.114,0.188,0.677,0.677,-7.940,223,
,21-nov-2016,3.2,0.394,0.575,1.069,1.069,-7.150,117,
,22-nov-2016,4.1,0.724,0.868,1.786,1.786,-6.068,285,
,23-nov-2016,3.0,0.093,0.163,1.878,1.878,-5.671,407,
,24-nov-2016,3.0,0.169,0.258,2.044,2.044,-5.219,447,
,25-nov-2016,2.1,0.013,0.125,2.056,2.056,-4.945,443,
,26-nov-2016,3.1,0.084,0.140,2.138,2.138,-4.614,230,
,27-nov-2016,4.5,0.193,0.254,2.227,2.227,-4.291,146,
,28-nov-2016,5.4,0.565,0.740,2.781,2.781,-3.511,123,
,29-nov-2016,3.2,0.000,0.134,2.781,2.781,-3.336,414,
,30-nov-2016,1.4,0.000,0.042,2.781,2.781,-3.169,396,
,01-dec-2016,1.1,0.000,0.020,2.781,2.781,-3.010,298,
,02-dec-2016,2.3,0.032,0.079,2.812,2.812,-2.828,237,
,03-dec-2016,4.2,0.313,0.423,2.717,2.717,-2.774,116,
,04-dec-2016,3.4,0.299,0.414,3.008,3.008,-2.336,173,
